case_id,slug,chunk,category,expected,actual,tier,deterministic,reason_code,latency_ms
28aa496e6b1c0e22,roman-to-integer,1,clean_logical_error,incorrect,incorrect,execution-final,True,final_wrong_output,170.8
28ef60996f1c1238,edit-distance,2,blank,incorrect,incorrect,syntax,True,blank_answer,110.6
2a89b94984151171,edit-distance,1,wrong_after_divergent_prefix,incorrect,indeterminate,system,False,judge_unavailable,159.1
2ad4520242f82772,generate-parentheses,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.7
2bcb1f7b5497a4f3,generate-parentheses,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,159.2
2bf3d64abed805b0,find-first-and-last-position-of-element-in-sorted-array,2,syntax_error,incorrect,incorrect,syntax,True,syntax_error,112.7
2c2de4acee44d831,edit-distance,1,timeout,incorrect,indeterminate,system,False,judge_unavailable,5162.2
2c993f9e08b4094c,add-binary,2,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,165.4
2cdfb320e640e1be,letter-combinations-of-a-phone-number,2,exact_reference,correct,correct,execution-final,True,final_pass,165.5
2d1ccf45091fb1f2,unique-paths,0,exact_reference,correct,correct,execution-reference,True,reference_pass,165.8
2d40c1ac9bff9d92,zigzag-conversion,1,exact_reference,correct,correct,execution-final,True,final_pass,171.3
2de194831e026d96,find-first-and-last-position-of-element-in-sorted-array,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,109.8
2e331f97a5c45384,find-first-and-last-position-of-element-in-sorted-array,2,clean_logical_error,incorrect,incorrect,execution-final,True,final_wrong_output,159.0
2e4a230ef037fa7c,permutation-sequence,1,no_op,incorrect,indeterminate,system,False,judge_unavailable,163.7
2f66d2e6132acad2,powx-n,1,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,162.8
30c373028d27ad32,unique-paths,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,167.0
32219935bc18d651,permutation-sequence,2,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,177.8
32c5ecb0100efb5f,combinations,0,blank,incorrect,incorrect,syntax,True,blank_answer,112.4
32ed62e034e8b288,container-with-most-water,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,162.2
3420abd424550526,generate-parentheses,1,timeout,incorrect,incorrect,execution-final,True,final_timeout,5164.4
36ceabffc25b69fa,container-with-most-water,1,wrong_after_divergent_prefix,incorrect,indeterminate,system,False,judge_unavailable,168.2
36cfac8943a83f04,zigzag-conversion,1,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,167.2
394b8fff4a4d008c,longest-common-prefix,1,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,169.9
3a38cdddbe815104,letter-combinations-of-a-phone-number,1,exact_reference,correct,correct,execution-reference,True,reference_pass,166.1
3a58cfe5ffa071d3,longest-palindromic-substring,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,163.8
3a8a57a43e20b173,powx-n,1,boundary_off_by_one,incorrect,incorrect,execution-final,True,final_timeout,5156.5
3ae02594e9fb0c9f,3sum,1,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,174.9
3b0fb911807a26ea,combinations,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,110.5
3cf6fe6503b75db2,integer-to-roman,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,161.3
3d56c6b23151d2d4,zigzag-conversion,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,110.7
3e128d2fb8f9b3c7,powx-n,1,blank,incorrect,incorrect,syntax,True,blank_answer,105.2
3e33c39e63ad3e12,gray-code,1,exact_reference,correct,correct,execution-final,True,final_pass,158.4
3e91951776da2d48,letter-combinations-of-a-phone-number,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.6
3e93376a5df6bdbd,permutation-sequence,2,renamed_variables,correct,correct,execution-final,True,final_pass,162.2
3f0b8a77a4d13736,jump-game,1,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,166.7
3f4a1308ba0448bf,container-with-most-water,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.5
3f60d0b5979221ad,generate-parentheses,1,exact_reference,correct,correct,execution-final,True,final_pass,166.6
3fd0f154fb7eb1ca,palindrome-number,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,111.1
3fef6fbc1eeb9ac7,sqrtx,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,117.4
40084e714a5f2da9,jump-game,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,159.2
418c56f5bb279a22,letter-combinations-of-a-phone-number,2,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,167.8
41c0e49a42fb81a3,find-first-and-last-position-of-element-in-sorted-array,2,exact_reference,correct,correct,execution-final,True,final_pass,165.3
41e33fe5f7bf7836,integer-to-roman,1,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,169.7
42a21ebfec0671c5,container-with-most-water,1,timeout,incorrect,indeterminate,system,False,judge_unavailable,5160.0
430249479270cdc7,edit-distance,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,110.1
4303e36e4bcad2ec,zigzag-conversion,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,158.9
4343c02b3c6c809a,find-first-and-last-position-of-element-in-sorted-array,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,164.9
436ca9faad66a82f,longest-palindromic-substring,0,exact_reference,correct,correct,execution-reference,True,reference_pass,165.1
4394a01ac635512e,gray-code,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,110.4
43da7a033913191e,container-with-most-water,1,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,159.5
43dccd713bbda6f1,3sum,2,blank,incorrect,incorrect,syntax,True,blank_answer,113.1
43edc0cc32c12b89,unique-paths,2,exact_reference,correct,correct,execution-final,True,final_pass,161.0
454238f00f715f6e,roman-to-integer,1,renamed_variables,correct,correct,execution-final,True,final_pass,164.3
45bd4f99a01abd84,longest-common-prefix,1,boundary_off_by_one,incorrect,incorrect,execution-final,True,final_runtime_error,164.2
45c33d309770c9fb,find-first-and-last-position-of-element-in-sorted-array,0,exact_reference,correct,correct,execution-reference,True,reference_pass,165.2
4612c16112d5a515,median-of-two-sorted-arrays,1,exact_reference,correct,correct,execution-final,True,final_pass,167.5
4658b465492650bb,gray-code,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,111.0
4683e2e2590f5eb7,search-a-2d-matrix,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,162.8
46d4a0a60b746474,letter-combinations-of-a-phone-number,2,policy_violation,incorrect,incorrect,policy,True,policy_violation,112.9
4725885b7d03baf5,add-binary,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,158.9
479b321c194fa840,search-a-2d-matrix,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.7
47b72d0d4ee3f5c7,permutation-sequence,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,158.3
47c9d7eedbd33dba,median-of-two-sorted-arrays,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,122.6
47cf54f902b9056d,powx-n,0,timeout,incorrect,indeterminate,system,False,judge_unavailable,5154.4
498043e019107ea5,find-first-and-last-position-of-element-in-sorted-array,1,exact_reference,correct,correct,execution-reference,True,reference_pass,166.1
49a5d2922fb1a9f9,unique-paths,2,timeout,incorrect,incorrect,execution-final,True,final_timeout,5163.7
4a2f813feccc0d97,letter-combinations-of-a-phone-number,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,162.6
4ab77acab00d9a79,longest-palindromic-substring,0,blank,incorrect,incorrect,syntax,True,blank_answer,109.1
4b5fb49283a8a8fa,3sum,0,exact_reference,correct,correct,execution-reference,True,reference_pass,163.2
4b7a6e55e204277e,powx-n,0,blank,incorrect,incorrect,syntax,True,blank_answer,110.8
4c8c9f678a6e3912,unique-paths,1,blank,incorrect,incorrect,syntax,True,blank_answer,104.6
4cac2da19883ec43,unique-paths,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,105.1
4d4ae111f91eb078,sqrtx,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,158.1
4f2b8a6c65e6fec0,search-a-2d-matrix,1,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,167.4
4ffd117a8694d549,powx-n,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,110.8
4fff5c562ca4b5be,integer-to-roman,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,105.2
50f0242d0448b378,unique-paths,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,163.4
511e5db707cb009b,zigzag-conversion,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,109.9
51fd6fe9e4f0ead6,unique-paths,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,105.0
52723f2d9a4fce4f,search-a-2d-matrix,1,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,159.3
52996da37d108a94,median-of-two-sorted-arrays,1,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,166.0
52ed4f1b00fdd645,3sum,1,timeout,incorrect,indeterminate,system,False,judge_unavailable,5167.2
53e929f4ce329be1,permutation-sequence,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,163.4
5540a96afcf79187,longest-palindromic-substring,1,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,168.4
557d8cea84762056,3sum,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,162.3
567702765f80c1e8,edit-distance,1,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,171.2
5737076bfd8697d2,edit-distance,0,timeout,incorrect,indeterminate,system,False,judge_unavailable,5196.5
5738e29e9be9e647,find-first-and-last-position-of-element-in-sorted-array,2,blank,incorrect,incorrect,syntax,True,blank_answer,108.7
57a59ea51835949b,sqrtx,1,exact_reference,correct,correct,execution-final,True,final_pass,160.8
586e478f2fcc5af1,unique-paths,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,109.9
589f36e1f8fd36ed,longest-common-prefix,1,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,160.7
590ad804292fe320,longest-palindromic-substring,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.3
59b1cda9f09a9a73,longest-common-prefix,1,blank,incorrect,incorrect,syntax,True,blank_answer,105.8
59bae87f3d653040,roman-to-integer,0,blank,incorrect,incorrect,syntax,True,blank_answer,105.9
5a79d581693ae73d,zigzag-conversion,0,exact_reference,correct,correct,execution-reference,True,reference_pass,159.4
5b20c3bac7573c79,gray-code,0,exact_reference,correct,correct,execution-reference,True,reference_pass,167.7
5be80f1291e913d7,3sum,2,policy_violation,incorrect,incorrect,policy,True,policy_violation,110.1
5c9c51edf86924ec,permutation-sequence,2,exact_reference,correct,correct,execution-final,True,final_pass,163.8
5d957116a33cd411,search-a-2d-matrix,1,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,166.5
5dd554a0100e56af,powx-n,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,124.4
5e5a81ff0ecbb86c,3sum,2,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,160.3
5e7d37ba99b5b254,median-of-two-sorted-arrays,1,clean_logical_error,incorrect,incorrect,execution-final,True,final_runtime_error,171.3
5ebd18281ea13d7f,combinations,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,772.9
5ee72af6c94e63a2,longest-palindromic-substring,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,107.2
5fcdd3b38ced0c1b,find-first-and-last-position-of-element-in-sorted-array,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,158.7
604e20e43827585b,letter-combinations-of-a-phone-number,0,exact_reference,correct,correct,execution-reference,True,reference_pass,167.5
614cfac0f9bcb328,container-with-most-water,1,blank,incorrect,incorrect,syntax,True,blank_answer,109.8
614f0bc769c20c3f,edit-distance,2,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,161.0
61df0b8ab4dfa3f7,add-binary,1,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,170.3
62582eb7cef11e82,permutation-sequence,1,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,164.7
6318c553e4962148,3sum,2,syntax_error,incorrect,incorrect,syntax,True,syntax_error,110.2
6397b9019285e2ee,find-first-and-last-position-of-element-in-sorted-array,1,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,158.0
63e2a1c97fe7a86a,combinations,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,110.6
64648afb8c6a12e3,search-a-2d-matrix,1,boundary_off_by_one,incorrect,incorrect,execution-final,True,final_wrong_output,163.2
655c5525961d1361,3sum,1,renamed_variables,correct,correct,execution-reference,True,reference_pass,167.4
6586b3f84bf850b5,unique-paths,2,policy_violation,incorrect,incorrect,policy,True,policy_violation,111.7
66329debd023e7e2,jump-game,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,104.4
666e36b597081ae7,unique-paths,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,106.0
66b098a9711d5dfd,unique-paths,1,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,161.6
66ce5f0c975e6995,unique-paths,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,176.3
66dd27abf66d20cf,jump-game,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.5
67407d0cbcb94a32,zigzag-conversion,1,blank,incorrect,incorrect,syntax,True,blank_answer,104.8
6757242dec1dd418,median-of-two-sorted-arrays,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,166.5
67fa5e2f12a6c3ac,longest-common-prefix,1,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,169.4
68eee27bbb9926c1,combinations,1,exact_reference,correct,correct,execution-final,True,final_pass,1146.4
68efa28949e71cc3,unique-paths,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,163.3
69391bb5eab4875d,unique-paths,1,wrong_after_divergent_prefix,incorrect,indeterminate,system,False,judge_unavailable,164.2
6ae468cc057e054b,longest-palindromic-substring,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,110.4
6bcb1e70f4760df3,permutation-sequence,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,164.5
6cf836022c0b8541,add-binary,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,166.8
6de8a01071db3322,gray-code,1,blank,incorrect,incorrect,syntax,True,blank_answer,109.6
6ec3e58fa636caf8,gray-code,1,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,160.8
6ee8c38d877f1c97,generate-parentheses,1,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,164.2
6fc2c96fd4757f33,roman-to-integer,1,boundary_off_by_one,incorrect,incorrect,execution-final,True,final_wrong_output,168.2
6ffc289c51f75ba8,permutation-sequence,1,timeout,incorrect,indeterminate,system,False,judge_unavailable,5166.8
70503f126b2bb845,container-with-most-water,2,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,162.4
711154e3d6bb06d3,gray-code,1,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,168.7
7114a9965ef3683e,palindrome-number,0,exact_reference,correct,correct,execution-reference,True,reference_pass,163.8
7175683370b74e65,longest-palindromic-substring,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,168.6
717cf8feb87372c1,search-a-2d-matrix,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,111.9
71a0a0c1434e9264,palindrome-number,1,exact_reference,correct,correct,execution-final,True,final_pass,158.1
72f9047782716307,gray-code,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,163.1
73a05c247a15f7a8,longest-common-prefix,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,111.8
748f2af4a464fd73,integer-to-roman,1,exact_reference,correct,correct,execution-final,True,final_pass,161.5
75fc2fa5b591f812,letter-combinations-of-a-phone-number,1,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,165.9
7654c04e0470cd3e,add-binary,1,no_op,incorrect,indeterminate,system,False,judge_unavailable,168.1
7735dd3c57362440,longest-common-prefix,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,166.4
778e22749e4a914f,longest-common-prefix,1,renamed_variables,correct,correct,execution-final,True,final_pass,165.9
77fc7b1e7818f6af,add-binary,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,169.7
788be8e644289512,letter-combinations-of-a-phone-number,2,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,167.1
78a85da7655664d5,container-with-most-water,2,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,167.9
79076da4011e673e,powx-n,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,165.8
791f1655ee105ef4,container-with-most-water,2,policy_violation,incorrect,incorrect,policy,True,policy_violation,111.0
7972b645d1ba924c,3sum,0,timeout,incorrect,indeterminate,system,False,judge_unavailable,5156.6
797509a10321e26d,median-of-two-sorted-arrays,1,renamed_variables,correct,correct,execution-final,True,final_pass,166.1
79eb4a7181394221,zigzag-conversion,0,blank,incorrect,incorrect,syntax,True,blank_answer,111.8
79efc107d76b5cce,letter-combinations-of-a-phone-number,0,timeout,incorrect,indeterminate,system,False,judge_unavailable,5157.1
7a3ca2f42f24576d,palindrome-number,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,165.8
7a4ab265e7d539ab,zigzag-conversion,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,167.1
7c061e058e771070,sqrtx,1,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,163.1
7c605fabc85961bf,palindrome-number,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,5162.1
7ca4356a19c2b262,3sum,2,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,168.4
7cb20ff8e9765fe8,integer-to-roman,0,blank,incorrect,incorrect,syntax,True,blank_answer,110.6
7d57b8c95dd2ef09,container-with-most-water,0,timeout,incorrect,indeterminate,system,False,judge_unavailable,5158.6
7e311f6955983202,unique-paths,1,exact_reference,correct,correct,execution-reference,True,reference_pass,166.1
