case_id,slug,chunk,category,expected,actual,tier,deterministic,reason_code,latency_ms
2bf3d64abed805b0,find-first-and-last-position-of-element-in-sorted-array,2,syntax_error,incorrect,incorrect,syntax,True,syntax_error,109.1
2c2de4acee44d831,edit-distance,1,timeout,incorrect,indeterminate,system,False,judge_unavailable,5151.6
2c993f9e08b4094c,add-binary,2,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,160.5
2cbab0b733289058,letter-combinations-of-a-phone-number,0,renamed_variables,correct,indeterminate,system,False,judge_unavailable,161.1
2cdfb320e640e1be,letter-combinations-of-a-phone-number,2,exact_reference,correct,correct,execution-final,True,final_pass,157.1
2d1ccf45091fb1f2,unique-paths,0,exact_reference,correct,correct,execution-reference,True,reference_pass,162.7
2d40c1ac9bff9d92,zigzag-conversion,1,exact_reference,correct,correct,execution-final,True,final_pass,164.6
2de194831e026d96,find-first-and-last-position-of-element-in-sorted-array,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,106.7
2e331f97a5c45384,find-first-and-last-position-of-element-in-sorted-array,2,clean_logical_error,incorrect,incorrect,execution-final,True,final_wrong_output,155.5
2e4a230ef037fa7c,permutation-sequence,1,no_op,incorrect,indeterminate,system,False,judge_unavailable,158.4
2f66d2e6132acad2,powx-n,1,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,158.4
3021f480472d89eb,container-with-most-water,1,renamed_variables,correct,indeterminate,system,False,judge_unavailable,158.2
30c373028d27ad32,unique-paths,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,157.3
32219935bc18d651,permutation-sequence,2,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,157.8
32c5ecb0100efb5f,combinations,0,blank,incorrect,incorrect,syntax,True,blank_answer,106.1
32ed62e034e8b288,container-with-most-water,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,152.9
3420abd424550526,generate-parentheses,1,timeout,incorrect,incorrect,execution-final,True,final_timeout,5149.5
36ceabffc25b69fa,container-with-most-water,1,wrong_after_divergent_prefix,incorrect,indeterminate,system,False,judge_unavailable,160.9
36cfac8943a83f04,zigzag-conversion,1,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,157.8
394b8fff4a4d008c,longest-common-prefix,1,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,156.7
3a38cdddbe815104,letter-combinations-of-a-phone-number,1,exact_reference,correct,correct,execution-reference,True,reference_pass,158.3
3a58cfe5ffa071d3,longest-palindromic-substring,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,157.6
3a8a57a43e20b173,powx-n,1,boundary_off_by_one,incorrect,incorrect,execution-final,True,final_timeout,5141.8
3ae02594e9fb0c9f,3sum,1,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,161.0
3b0fb911807a26ea,combinations,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,106.8
3cf6fe6503b75db2,integer-to-roman,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,155.9
3d56c6b23151d2d4,zigzag-conversion,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,138.5
3e128d2fb8f9b3c7,powx-n,1,blank,incorrect,incorrect,syntax,True,blank_answer,102.2
3e33c39e63ad3e12,gray-code,1,exact_reference,correct,correct,execution-final,True,final_pass,154.2
3e91951776da2d48,letter-combinations-of-a-phone-number,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,106.9
3f0b8a77a4d13736,jump-game,1,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,154.9
3f4a1308ba0448bf,container-with-most-water,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,108.4
3f60d0b5979221ad,generate-parentheses,1,exact_reference,correct,correct,execution-final,True,final_pass,157.8
3fd0f154fb7eb1ca,palindrome-number,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,107.2
3fd1a2a702ab4fdf,palindrome-number,0,renamed_variables,correct,indeterminate,system,False,judge_unavailable,155.9
3fef6fbc1eeb9ac7,sqrtx,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,107.3
40084e714a5f2da9,jump-game,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,155.7
4012e56d0281b9c9,median-of-two-sorted-arrays,0,renamed_variables,correct,indeterminate,system,False,judge_unavailable,159.2
418c56f5bb279a22,letter-combinations-of-a-phone-number,2,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,158.3
41c0e49a42fb81a3,find-first-and-last-position-of-element-in-sorted-array,2,exact_reference,correct,correct,execution-final,True,final_pass,162.4
41e33fe5f7bf7836,integer-to-roman,1,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,161.7
42a21ebfec0671c5,container-with-most-water,1,timeout,incorrect,indeterminate,system,False,judge_unavailable,5163.0
430249479270cdc7,edit-distance,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,107.4
4303e36e4bcad2ec,zigzag-conversion,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,153.7
430b240529884b02,integer-to-roman,0,renamed_variables,correct,indeterminate,system,False,judge_unavailable,158.7
4343c02b3c6c809a,find-first-and-last-position-of-element-in-sorted-array,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,162.9
436ca9faad66a82f,longest-palindromic-substring,0,exact_reference,correct,correct,execution-reference,True,reference_pass,159.2
4394a01ac635512e,gray-code,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,107.0
43da7a033913191e,container-with-most-water,1,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,181.4
43dccd713bbda6f1,3sum,2,blank,incorrect,incorrect,syntax,True,blank_answer,110.2
43edc0cc32c12b89,unique-paths,2,exact_reference,correct,correct,execution-final,True,final_pass,168.8
440ad206b6756354,find-first-and-last-position-of-element-in-sorted-array,1,renamed_variables,correct,indeterminate,system,False,judge_unavailable,162.8
454238f00f715f6e,roman-to-integer,1,renamed_variables,correct,correct,execution-final,True,final_pass,175.0
45bd4f99a01abd84,longest-common-prefix,1,boundary_off_by_one,incorrect,incorrect,execution-final,True,final_runtime_error,171.1
45c33d309770c9fb,find-first-and-last-position-of-element-in-sorted-array,0,exact_reference,correct,correct,execution-reference,True,reference_pass,173.6
4612c16112d5a515,median-of-two-sorted-arrays,1,exact_reference,correct,correct,execution-final,True,final_pass,169.9
4658b465492650bb,gray-code,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,110.0
4683e2e2590f5eb7,search-a-2d-matrix,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,161.7
46d4a0a60b746474,letter-combinations-of-a-phone-number,2,policy_violation,incorrect,incorrect,policy,True,policy_violation,111.4
4725885b7d03baf5,add-binary,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,161.3
479b321c194fa840,search-a-2d-matrix,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,110.3
47b72d0d4ee3f5c7,permutation-sequence,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,166.4
47c9d7eedbd33dba,median-of-two-sorted-arrays,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,111.3
47cf54f902b9056d,powx-n,0,timeout,incorrect,indeterminate,system,False,judge_unavailable,5150.2
498043e019107ea5,find-first-and-last-position-of-element-in-sorted-array,1,exact_reference,correct,correct,execution-reference,True,reference_pass,162.1
49a5d2922fb1a9f9,unique-paths,2,timeout,incorrect,incorrect,execution-final,True,final_timeout,5145.1
4a2f813feccc0d97,letter-combinations-of-a-phone-number,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,161.9
4ab77acab00d9a79,longest-palindromic-substring,0,blank,incorrect,incorrect,syntax,True,blank_answer,108.6
4b5fb49283a8a8fa,3sum,0,exact_reference,correct,correct,execution-reference,True,reference_pass,156.1
4b7a6e55e204277e,powx-n,0,blank,incorrect,incorrect,syntax,True,blank_answer,107.2
4c8c9f678a6e3912,unique-paths,1,blank,incorrect,incorrect,syntax,True,blank_answer,103.1
4cac2da19883ec43,unique-paths,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,103.7
4d4ae111f91eb078,sqrtx,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,156.7
4f2b8a6c65e6fec0,search-a-2d-matrix,1,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,161.6
4ffd117a8694d549,powx-n,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.7
4fff5c562ca4b5be,integer-to-roman,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,104.9
5070f52a95eaf8f4,unique-paths,0,renamed_variables,correct,indeterminate,system,False,judge_unavailable,157.8
50f0242d0448b378,unique-paths,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,161.5
511e5db707cb009b,zigzag-conversion,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,109.5
51fd6fe9e4f0ead6,unique-paths,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,104.6
52723f2d9a4fce4f,search-a-2d-matrix,1,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,158.3
52996da37d108a94,median-of-two-sorted-arrays,1,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_runtime_error,162.1
52ed4f1b00fdd645,3sum,1,timeout,incorrect,indeterminate,system,False,judge_unavailable,5147.8
53e929f4ce329be1,permutation-sequence,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,162.6
5540a96afcf79187,longest-palindromic-substring,1,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,160.8
557d8cea84762056,3sum,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,162.1
567702765f80c1e8,edit-distance,1,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,163.4
5737076bfd8697d2,edit-distance,0,timeout,incorrect,indeterminate,system,False,judge_unavailable,5158.1
5738e29e9be9e647,find-first-and-last-position-of-element-in-sorted-array,2,blank,incorrect,incorrect,syntax,True,blank_answer,109.8
57a59ea51835949b,sqrtx,1,exact_reference,correct,correct,execution-final,True,final_pass,158.7
586e478f2fcc5af1,unique-paths,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,110.0
589f36e1f8fd36ed,longest-common-prefix,1,wrong_after_revealed_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,156.7
590ad804292fe320,longest-palindromic-substring,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,108.3
59b1cda9f09a9a73,longest-common-prefix,1,blank,incorrect,incorrect,syntax,True,blank_answer,103.3
59bae87f3d653040,roman-to-integer,0,blank,incorrect,incorrect,syntax,True,blank_answer,110.5
5a79d581693ae73d,zigzag-conversion,0,exact_reference,correct,correct,execution-reference,True,reference_pass,161.3
5b20c3bac7573c79,gray-code,0,exact_reference,correct,correct,execution-reference,True,reference_pass,167.8
5b558fa56fc95d97,gray-code,0,renamed_variables,correct,indeterminate,system,False,judge_unavailable,164.1
5be80f1291e913d7,3sum,2,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.7
5c9c51edf86924ec,permutation-sequence,2,exact_reference,correct,correct,execution-final,True,final_pass,157.4
5d957116a33cd411,search-a-2d-matrix,1,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,162.2
5dd554a0100e56af,powx-n,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,108.7
5e5a81ff0ecbb86c,3sum,2,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,158.2
5e7d37ba99b5b254,median-of-two-sorted-arrays,1,clean_logical_error,incorrect,incorrect,execution-final,True,final_runtime_error,163.0
5ebd18281ea13d7f,combinations,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,164.2
5ee72af6c94e63a2,longest-palindromic-substring,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,106.9
5fcdd3b38ced0c1b,find-first-and-last-position-of-element-in-sorted-array,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,157.9
604e20e43827585b,letter-combinations-of-a-phone-number,0,exact_reference,correct,correct,execution-reference,True,reference_pass,161.2
614cfac0f9bcb328,container-with-most-water,1,blank,incorrect,incorrect,syntax,True,blank_answer,109.1
614f0bc769c20c3f,edit-distance,2,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,158.7
61df0b8ab4dfa3f7,add-binary,1,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,163.9
62582eb7cef11e82,permutation-sequence,1,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,162.0
6318c553e4962148,3sum,2,syntax_error,incorrect,incorrect,syntax,True,syntax_error,109.6
6397b9019285e2ee,find-first-and-last-position-of-element-in-sorted-array,1,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,159.4
63e2a1c97fe7a86a,combinations,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,108.8
64648afb8c6a12e3,search-a-2d-matrix,1,boundary_off_by_one,incorrect,incorrect,execution-final,True,final_wrong_output,157.9
655c5525961d1361,3sum,1,renamed_variables,correct,correct,execution-reference,True,reference_pass,163.0
6586b3f84bf850b5,unique-paths,2,policy_violation,incorrect,incorrect,policy,True,policy_violation,110.4
66329debd023e7e2,jump-game,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,105.4
666e36b597081ae7,unique-paths,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,105.1
66b098a9711d5dfd,unique-paths,1,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,158.8
66ce5f0c975e6995,unique-paths,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,162.4
66dd27abf66d20cf,jump-game,1,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.5
67407d0cbcb94a32,zigzag-conversion,1,blank,incorrect,incorrect,syntax,True,blank_answer,103.9
6757242dec1dd418,median-of-two-sorted-arrays,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,159.1
67fa5e2f12a6c3ac,longest-common-prefix,1,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,161.5
68eee27bbb9926c1,combinations,1,exact_reference,correct,indeterminate,system,False,harness_error,262.4
68efa28949e71cc3,unique-paths,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,161.1
69391bb5eab4875d,unique-paths,1,wrong_after_divergent_prefix,incorrect,indeterminate,system,False,judge_unavailable,162.1
6ae468cc057e054b,longest-palindromic-substring,0,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.1
6bcb1e70f4760df3,permutation-sequence,1,wrong_after_revealed_prefix,incorrect,indeterminate,system,False,judge_unavailable,158.2
6cf836022c0b8541,add-binary,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,162.0
6de8a01071db3322,gray-code,1,blank,incorrect,incorrect,syntax,True,blank_answer,111.4
6e8817015be5fbcf,edit-distance,2,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,161.9
6ec3e58fa636caf8,gray-code,1,runtime_error,incorrect,incorrect,execution-final,True,final_runtime_error,168.2
6ee8c38d877f1c97,generate-parentheses,1,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,171.8
6fc2c96fd4757f33,roman-to-integer,1,boundary_off_by_one,incorrect,incorrect,execution-final,True,final_wrong_output,171.7
6ffc289c51f75ba8,permutation-sequence,1,timeout,incorrect,indeterminate,system,False,judge_unavailable,5160.8
70503f126b2bb845,container-with-most-water,2,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_runtime_error,165.5
711154e3d6bb06d3,gray-code,1,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,161.7
7114a9965ef3683e,palindrome-number,0,exact_reference,correct,correct,execution-reference,True,reference_pass,162.2
7175683370b74e65,longest-palindromic-substring,0,clean_logical_error,incorrect,indeterminate,system,False,judge_unavailable,161.9
717cf8feb87372c1,search-a-2d-matrix,0,syntax_error,incorrect,incorrect,syntax,True,syntax_error,109.3
71a0a0c1434e9264,palindrome-number,1,exact_reference,correct,correct,execution-final,True,final_pass,157.1
72f9047782716307,gray-code,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,161.8
73a05c247a15f7a8,longest-common-prefix,1,syntax_error,incorrect,incorrect,syntax,True,syntax_error,109.4
748f2af4a464fd73,integer-to-roman,1,exact_reference,correct,correct,execution-final,True,final_pass,162.5
74de1b58e191ed51,add-binary,0,renamed_variables,correct,indeterminate,system,False,judge_unavailable,162.8
75fc2fa5b591f812,letter-combinations-of-a-phone-number,1,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,161.2
7654c04e0470cd3e,add-binary,1,no_op,incorrect,indeterminate,system,False,judge_unavailable,162.6
7735dd3c57362440,longest-common-prefix,0,runtime_error,incorrect,indeterminate,system,False,judge_unavailable,162.1
77fc7b1e7818f6af,add-binary,0,boundary_off_by_one,incorrect,indeterminate,system,False,judge_unavailable,162.4
788be8e644289512,letter-combinations-of-a-phone-number,2,wrong_after_divergent_prefix,incorrect,incorrect,execution-final,True,final_wrong_output,161.9
78a85da7655664d5,container-with-most-water,2,no_op,incorrect,incorrect,execution-final,True,final_wrong_output,162.7
79076da4011e673e,powx-n,0,no_op,incorrect,indeterminate,system,False,judge_unavailable,161.6
791f1655ee105ef4,container-with-most-water,2,policy_violation,incorrect,incorrect,policy,True,policy_violation,109.3
